id_envio,fecha_envio,cliente_tipo,origen,destino,volumen_m3,ingreso,costo_1milla,costo_troncal,costo_ultimamilla,costo_total,margen_neto,margen_pct
PYM-13290,2025-12-06,Pyme,Pudahuel,Temuco,0.044,7100,1845,2171,1299,5315,1785,25.140845070422536
PYM-13522,2025-03-17,Pyme,Providencia,Temuco,0.022,7100,1948,2173,1338,5459,1641,23.112676056338028
PYM-13205,2025-02-16,Pyme,Santiago,Temuco,0.007,7100,2189,2180,1258,5627,1473,20.74647887323944
PYM-10402,2025-08-13,Pyme,Lampa,Temuco,0.026,7100,1860,2183,1327,5370,1730,24.366197183098592
PYM-10082,2025-10-30,Pyme,Lampa,Temuco,0.033,7100,2122,2184,1315,5621,1479,20.83098591549296
PYM-12370,2025-05-28,Pyme,Lampa,Temuco,0.039,7100,1936,2184,1241,5361,1739,24.492957746478876
PYM-13345,2025-08-14,Pyme,San Bernardo,Temuco,0.015,7100,1860,2187,1335,5382,1718,24.197183098591548
PYM-13465,2025-05-27,Pyme,Maipú,Temuco,0.019,7100,2037,2189,1272,5498,1602,22.56338028169014
PYM-12091,2025-03-10,Pyme,Lampa,Temuco,0.046,7100,2126,2190,1348,5664,1436,20.225352112676056
PYM-10509,2025-10-15,Pyme,Quilicura,Temuco,0.021,7100,1949,2192,1256,5397,1703,23.985915492957748
PYM-11718,2025-09-09,Pyme,Pudahuel,Temuco,0.021,7100,2000,2194,1334,5528,1572,22.140845070422536
PYM-11196,2025-11-17,Pyme,Providencia,Temuco,0.049,7100,1954,2195,1353,5502,1598,22.507042253521124
PYM-13644,2025-10-08,Pyme,San Bernardo,Temuco,0.011,7100,1986,2195,1349,5530,1570,22.112676056338028
PYM-13912,2025-09-17,Pyme,Pudahuel,Temuco,0.022,7100,2058,2198,1353,5609,1491,21
PYM-10148,2025-09-21,Pyme,Lampa,Temuco,0.035,7100,2054,2200,1352,5606,1494,21.04225352112676
PYM-12356,2025-05-01,Pyme,Quilicura,Temuco,0.039,7100,1832,2200,1354,5386,1714,24.140845070422536
PYM-11677,2025-08-23,Pyme,Maipú,Temuco,0.047,7100,1967,2201,1280,5448,1652,23.26760563380282
PYM-12209,2025-09-19,Pyme,Lampa,Temuco,0.035,7100,2041,2204,1299,5544,1556,21.91549295774648
PYM-10968,2025-02-21,Pyme,Quilicura,Temuco,0.037,7300,2021,1995,1271,5287,2013,27.575342465753426
PYM-13048,2025-11-25,Pyme,Pudahuel,Temuco,0.009,7300,1919,1997,1325,5241,2059,28.205479452054792
PYM-13097,2025-04-11,Pyme,Santiago,Temuco,0.011,7300,1803,1997,1277,5077,2223,30.452054794520549
PYM-11628,2025-02-26,Pyme,Santiago,Temuco,0.006,7300,1876,1998,1289,5163,2137,29.273972602739729
PYM-10585,2025-03-20,Pyme,Lampa,Temuco,0.011,7300,2019,2005,1290,5314,1986,27.205479452054792
PYM-13055,2025-08-08,Pyme,Providencia,Temuco,0.049,7300,2159,2006,1308,5473,1827,25.027397260273972
PYM-10254,2025-05-29,Pyme,Santiago,Temuco,0.017,7300,2076,2008,1301,5385,1915,26.232876712328768
PYM-12242,2025-09-12,Pyme,San Bernardo,Temuco,0.037,7300,2191,2010,1271,5472,1828,25.041095890410958
PYM-13254,2025-02-13,Pyme,Providencia,Temuco,0.022,7300,2156,2010,1339,5505,1795,24.589041095890408
PYM-11860,2025-04-07,Pyme,Providencia,Temuco,0.045,7300,1869,2016,1330,5215,2085,28.56164383561644
PYM-12089,2025-03-14,Pyme,Quilicura,Temuco,0.035,7300,1806,2017,1247,5070,2230,30.547945205479454
PYM-11354,2025-07-07,Pyme,Quilicura,Temuco,0.043,7300,1939,2022,1269,5230,2070,28.356164383561644
PYM-10914,2025-08-17,Pyme,Maipú,Temuco,0.047,7300,2055,2024,1354,5433,1867,25.575342465753426
PYM-10930,2025-10-29,Pyme,Maipú,Temuco,0.025,7300,2052,2029,1308,5389,1911,26.17808219178082
PYM-11550,2025-02-20,Pyme,Providencia,Temuco,0.032,7300,2044,2029,1303,5376,1924,26.356164383561641
PYM-12498,2025-05-08,Pyme,Lampa,Temuco,0.014,7300,2064,2029,1330,5423,1877,25.712328767123289
PYM-10231,2025-12-11,Pyme,Pudahuel,Temuco,0.012,7300,2034,2030,1330,5394,1906,26.109589041095894
PYM-13909,2025-04-20,Pyme,Quilicura,Temuco,0.036,7300,1996,2037,1329,5362,1938,26.547945205479451
PYM-12884,2025-03-18,Pyme,Lampa,Temuco,0.04,7300,2116,2040,1279,5435,1865,25.547945205479451
PYM-11801,2025-03-22,Pyme,Lampa,Temuco,0.047,7300,1940,2043,1315,5298,2002,27.424657534246577
PYM-13320,2025-02-07,Pyme,San Bernardo,Temuco,0.039,7300,2154,2043,1326,5523,1777,24.342465753424658
PYM-13129,2025-12-01,Pyme,Santiago,Temuco,0.038,7300,2065,2045,1250,5360,1940,26.575342465753426
PYM-12168,2025-10-02,Pyme,Maipú,Temuco,0.035,7300,2049,2051,1271,5371,1929,26.424657534246577
PYM-12352,2025-12-31,Pyme,Santiago,Temuco,0.02,7300,1819,2055,1299,5173,2127,29.136986301369859
PYM-10184,2025-03-20,Pyme,Quilicura,Temuco,0.039,7300,2118,2056,1353,5527,1773,24.287671232876711
PYM-10808,2025-12-14,Pyme,Quilicura,Temuco,0.025,7300,2124,2056,1293,5473,1827,25.027397260273972
PYM-13647,2025-03-13,Pyme,Santiago,Temuco,0.006,7300,1987,2056,1297,5340,1960,26.849315068493151
PYM-13691,2025-02-09,Pyme,Pudahuel,Temuco,0.021,7300,1977,2056,1289,5322,1978,27.095890410958905
PYM-11844,2025-02-22,Pyme,Maipú,Temuco,0.043,7300,1924,2059,1321,5304,1996,27.342465753424655
PYM-12735,2025-04-04,Pyme,Santiago,Temuco,0.026,7300,2182,2060,1352,5594,1706,23.36986301369863
PYM-12928,2025-09-20,Pyme,Maipú,Temuco,0.037,7300,2188,2061,1255,5504,1796,24.602739726027398
PYM-13284,2025-08-11,Pyme,Maipú,Temuco,0.006,7300,1969,2061,1364,5394,1906,26.109589041095894
PYM-10471,2025-02-21,Pyme,Santiago,Temuco,0.015,7300,2181,2063,1281,5525,1775,24.315068493150687
PYM-11361,2025-01-10,Pyme,Santiago,Temuco,0.005,7300,1809,2064,1304,5177,2123,29.082191780821919
PYM-12773,2025-03-13,Pyme,San Bernardo,Temuco,0.042,7300,1863,2065,1238,5166,2134,29.232876712328764
PYM-10211,2025-11-02,Pyme,San Bernardo,Temuco,0.025,7300,2008,2066,1304,5378,1922,26.328767123287673
PYM-10374,2025-09-21,Pyme,Pudahuel,Temuco,0.018,7300,1817,2066,1317,5200,2100,28.767123287671232
PYM-11364,2025-09-16,Pyme,Quilicura,Temuco,0.015,7300,2093,2072,1237,5402,1898,26
PYM-13175,2025-05-03,Pyme,Maipú,Temuco,0.014,7300,1868,2073,1313,5254,2046,28.027397260273972
PYM-13547,2025-10-09,Pyme,Pudahuel,Temuco,0.014,7300,2012,2073,1285,5370,1930,26.438356164383563
PYM-13386,2025-02-10,Pyme,Quilicura,Temuco,0.019,7300,2138,2076,1304,5518,1782,24.410958904109588
PYM-12786,2025-08-11,Pyme,Providencia,Temuco,0.009,7300,2020,2079,1259,5358,1942,26.602739726027398
PYM-10447,2025-10-16,Pyme,San Bernardo,Temuco,0.038,7300,1879,2082,1332,5293,2007,27.493150684931507
PYM-11571,2025-04-15,Pyme,Maipú,Temuco,0.039,7300,1867,2083,1298,5248,2052,28.109589041095891
PYM-13303,2025-06-13,Pyme,Maipú,Temuco,0.014,7300,1983,2087,1257,5327,1973,27.027397260273972
PYM-10466,2025-04-17,Pyme,San Bernardo,Temuco,0.024,7300,1916,2088,1237,5241,2059,28.205479452054792
PYM-13693,2025-07-13,Pyme,Providencia,Temuco,0.017,7300,1885,2089,1325,5299,2001,27.410958904109588
PYM-12005,2025-10-21,Pyme,Providencia,Temuco,0.049,7300,2151,2090,1288,5529,1771,24.260273972602739
PYM-13358,2025-09-18,Pyme,Lampa,Temuco,0.049,7300,2057,2092,1358,5507,1793,24.56164383561644
PYM-13684,2025-05-09,Pyme,Providencia,Temuco,0.008,7300,1963,2092,1244,5299,2001,27.410958904109588
PYM-11220,2025-05-20,Pyme,Lampa,Temuco,0.006,7300,2041,2095,1341,5477,1823,24.972602739726028
PYM-12906,2025-05-09,Pyme,Maipú,Temuco,0.017,7300,2073,2096,1353,5522,1778,24.356164383561644
PYM-11857,2025-07-16,Pyme,Maipú,Temuco,0.048,7300,1893,2097,1285,5275,2025,27.739726027397261
PYM-13871,2025-06-27,Pyme,Santiago,Temuco,0.018,7300,1929,2098,1251,5278,2022,27.698630136986303
PYM-12795,2025-06-27,Pyme,Lampa,Temuco,0.03,7300,2168,2099,1327,5594,1706,23.36986301369863
PYM-11734,2025-07-20,Pyme,Santiago,Temuco,0.02,7300,2163,2101,1325,5589,1711,23.43835616438356
PYM-12741,2025-04-17,Pyme,Providencia,Temuco,0.034,7300,2105,2101,1340,5546,1754,24.027397260273972
PYM-10284,2025-09-17,Pyme,Providencia,Temuco,0.009,7300,2149,2102,1329,5580,1720,23.56164383561644
PYM-12267,2025-12-18,Pyme,Maipú,Temuco,0.032,7300,2050,2102,1304,5456,1844,25.260273972602736
PYM-12119,2025-12-07,Pyme,Quilicura,Temuco,0.048,7300,2043,2105,1357,5505,1795,24.589041095890408
PYM-10588,2025-06-29,Pyme,Providencia,Temuco,0.038,7300,1957,2106,1255,5318,1982,27.150684931506845
PYM-12755,2025-03-03,Pyme,Quilicura,Temuco,0.039,7300,1861,2108,1344,5313,1987,27.219178082191782
PYM-10305,2025-04-09,Pyme,Quilicura,Temuco,0.014,7300,2148,2109,1333,5590,1710,23.424657534246577
PYM-12624,2025-08-01,Pyme,San Bernardo,Temuco,0.018,7300,1892,2111,1340,5343,1957,26.808219178082194
PYM-11022,2025-12-24,Pyme,Lampa,Temuco,0.044,7300,1884,2113,1315,5312,1988,27.232876712328768
PYM-10559,2025-11-03,Pyme,Maipú,Temuco,0.015,7300,1869,2114,1273,5256,2044,28.000000000000004
PYM-11470,2025-07-21,Pyme,San Bernardo,Temuco,0.041,7300,2035,2114,1297,5446,1854,25.397260273972606
PYM-10118,2025-12-22,Pyme,Providencia,Temuco,0.006,7300,1861,2116,1313,5290,2010,27.534246575342465
PYM-10490,2025-12-14,Pyme,Lampa,Temuco,0.04,7300,1819,2117,1290,5226,2074,28.410958904109592
PYM-11312,2025-07-22,Pyme,Quilicura,Temuco,0.046,7300,1885,2117,1292,5294,2006,27.479452054794525
PYM-10904,2025-10-14,Pyme,Santiago,Temuco,0.028,7300,1846,2118,1321,5285,2015,27.602739726027398
PYM-12460,2025-09-07,Pyme,Pudahuel,Temuco,0.034,7300,2009,2124,1286,5419,1881,25.767123287671232
PYM-10134,2025-01-11,Pyme,Pudahuel,Temuco,0.021,7300,1907,2126,1288,5321,1979,27.109589041095887
PYM-13460,2025-03-29,Pyme,Quilicura,Temuco,0.031,7300,2107,2127,1248,5482,1818,24.904109589041095
PYM-11670,2025-10-10,Pyme,Santiago,Temuco,0.032,7300,1852,2129,1335,5316,1984,27.178082191780824
PYM-13740,2025-10-28,Pyme,Maipú,Temuco,0.029,7300,1870,2131,1333,5334,1966,26.931506849315067
PYM-11324,2025-06-27,Pyme,Pudahuel,Temuco,0.017,7300,2055,2132,1359,5546,1754,24.027397260273972
PYM-12869,2025-07-25,Pyme,Pudahuel,Temuco,0.043,7300,1947,2135,1356,5438,1862,25.506849315068493
PYM-13830,2025-03-28,Pyme,Lampa,Temuco,0.045,7300,2089,2135,1283,5507,1793,24.56164383561644
PYM-10026,2025-12-12,Pyme,Quilicura,Temuco,0.021,7300,1869,2140,1285,5294,2006,27.479452054794525
PYM-12270,2025-07-04,Pyme,Santiago,Temuco,0.037,7300,1887,2140,1326,5353,1947,26.671232876712331
PYM-10084,2025-06-15,Pyme,Santiago,Temuco,0.023,7300,2009,2141,1338,5488,1812,24.82191780821918
PYM-10900,2025-08-25,Pyme,Pudahuel,Temuco,0.036,7300,1941,2146,1276,5363,1937,26.534246575342468
PYM-11662,2025-01-30,Pyme,Quilicura,Temuco,0.03,7300,1975,2147,1351,5473,1827,25.027397260273972
PYM-12772,2025-02-23,Pyme,Maipú,Temuco,0.048,7300,1924,2151,1261,5336,1964,26.9041095890411
PYM-12987,2025-08-11,Pyme,Santiago,Temuco,0.04,7300,1922,2157,1349,5428,1872,25.643835616438356
PYM-10462,2025-05-18,Pyme,Pudahuel,Temuco,0.042,7300,1913,2160,1286,5359,1941,26.589041095890408
PYM-13897,2025-02-13,Pyme,San Bernardo,Temuco,0.045,7300,1838,2161,1290,5289,2011,27.547945205479451
PYM-12213,2025-02-15,Pyme,Santiago,Temuco,0.034,7300,1817,2162,1286,5265,2035,27.876712328767123
PYM-12511,2025-11-26,Pyme,San Bernardo,Temuco,0.019,7300,2171,2162,1314,5647,1653,22.643835616438356
PYM-13564,2025-04-27,Pyme,Pudahuel,Temuco,0.02,7300,1997,2163,1281,5441,1859,25.465753424657535
PYM-11664,2025-09-04,Pyme,Lampa,Temuco,0.025,7300,2041,2166,1333,5540,1760,24.109589041095891
PYM-12675,2025-07-13,Pyme,Providencia,Temuco,0.021,7300,2089,2166,1348,5603,1697,23.246575342465754
PYM-11318,2025-08-05,Pyme,San Bernardo,Temuco,0.025,7300,1844,2176,1344,5364,1936,26.520547945205479
PYM-12684,2025-08-22,Pyme,Providencia,Temuco,0.038,7300,1931,2179,1248,5358,1942,26.602739726027398
PYM-13349,2025-11-10,Pyme,Santiago,Temuco,0.01,7300,2099,2183,1244,5526,1774,24.3013698630137
PYM-10773,2025-08-27,Pyme,Lampa,Temuco,0.019,7300,2000,2186,1328,5514,1786,24.465753424657535
PYM-11547,2025-06-24,Pyme,Maipú,Temuco,0.011,7300,1984,2186,1277,5447,1853,25.383561643835616
PYM-13257,2025-06-04,Pyme,San Bernardo,Temuco,0.043,7300,2057,2188,1273,5518,1782,24.410958904109588
PYM-10180,2025-10-15,Pyme,Pudahuel,Temuco,0.015,7300,1909,2194,1254,5357,1943,26.616438356164384
PYM-13844,2025-04-12,Pyme,San Bernardo,Temuco,0.037,7300,1939,2200,1281,5420,1880,25.753424657534246
PYM-10099,2025-06-01,Pyme,Lampa,Temuco,0.007,7300,1964,2201,1249,5414,1886,25.835616438356162
PYM-11167,2025-04-07,Pyme,Quilicura,Temuco,0.039,7300,1817,2203,1251,5271,2029,27.794520547945208
PYM-13755,2025-08-07,Pyme,Quilicura,Temuco,0.045,7300,2085,2203,1353,5641,1659,22.726027397260275
PYM-11654,2025-01-31,Pyme,Maipú,Temuco,0.015,7300,2164,2204,1258,5626,1674,22.93150684931507
PYM-12965,2025-04-27,Pyme,Lampa,Temuco,0.009,7500,1880,1998,1272,5150,2350,31.333333333333336
PYM-11388,2025-12-25,Pyme,Santiago,Temuco,0.029,7500,1995,1999,1324,5318,2182,29.093333333333334
PYM-12107,2025-03-05,Pyme,Quilicura,Temuco,0.031,7500,2179,2000,1253,5432,2068,27.573333333333334
PYM-13462,2025-08-30,Pyme,San Bernardo,Temuco,0.041,7500,2168,2000,1269,5437,2063,27.506666666666668
PYM-10419,2025-06-09,Pyme,Santiago,Temuco,0.022,7500,1836,2001,1242,5079,2421,32.28
PYM-12124,2025-09-09,Pyme,Lampa,Temuco,0.01,7500,2170,2001,1335,5506,1994,26.586666666666662
PYM-13762,2025-10-03,Pyme,Santiago,Temuco,0.008,7500,1819,2004,1340,5163,2337,31.16
PYM-12612,2025-11-04,Pyme,Providencia,Temuco,0.037,7500,1849,2007,1237,5093,2407,32.093333333333334
PYM-11325,2025-03-30,Pyme,San Bernardo,Temuco,0.029,7500,2028,2009,1250,5287,2213,29.506666666666664
PYM-13445,2025-01-12,Pyme,Santiago,Temuco,0.012,7500,1958,2009,1293,5260,2240,29.866666666666671
PYM-10889,2025-12-31,Pyme,Pudahuel,Temuco,0.009,7500,2105,2011,1293,5409,2091,27.88
PYM-12264,2025-07-13,Pyme,Maipú,Temuco,0.006,7500,1987,2011,1326,5324,2176,29.013333333333335
PYM-10044,2025-04-11,Pyme,Santiago,Temuco,0.017,7500,2049,2012,1241,5302,2198,29.306666666666665
PYM-10586,2025-09-11,Pyme,Quilicura,Temuco,0.015,7500,1903,2013,1246,5162,2338,31.173333333333332
PYM-10888,2025-03-10,Pyme,Maipú,Temuco,0.028,7500,2018,2013,1289,5320,2180,29.06666666666667
PYM-13142,2025-07-30,Pyme,San Bernardo,Temuco,0.04,7500,1958,2015,1268,5241,2259,30.12
PYM-10411,2025-08-28,Pyme,Quilicura,Temuco,0.043,7500,2063,2017,1317,5397,2103,28.04
PYM-11889,2025-04-11,Pyme,Pudahuel,Temuco,0.042,7500,2158,2017,1296,5471,2029,27.053333333333335
PYM-13457,2025-05-18,Pyme,Lampa,Temuco,0.043,7500,2010,2017,1261,5288,2212,29.493333333333332
PYM-12133,2025-01-27,Pyme,Lampa,Temuco,0.029,7500,1878,2019,1331,5228,2272,30.293333333333333
PYM-12694,2025-01-02,Pyme,Santiago,Temuco,0.039,7500,2024,2020,1262,5306,2194,29.25333333333333
PYM-13640,2025-05-08,Pyme,Maipú,Temuco,0.006,7500,1844,2022,1344,5210,2290,30.533333333333335
PYM-10795,2025-12-08,Pyme,Pudahuel,Temuco,0.009,7500,2145,2024,1308,5477,2023,26.973333333333333
PYM-12144,2025-01-13,Pyme,Providencia,Temuco,0.025,7500,1976,2024,1318,5318,2182,29.093333333333334
PYM-13090,2025-12-21,Pyme,Pudahuel,Temuco,0.043,7500,1943,2027,1244,5214,2286,30.48
PYM-10275,2025-07-22,Pyme,Maipú,Temuco,0.017,7500,1817,2029,1252,5098,2402,32.026666666666664
PYM-11339,2025-10-22,Pyme,Lampa,Temuco,0.04,7500,2094,2032,1342,5468,2032,27.093333333333337
PYM-11538,2025-06-24,Pyme,Lampa,Temuco,0.016,7500,1918,2035,1306,5259,2241,29.880000000000003
PYM-10011,2025-11-23,Pyme,Santiago,Temuco,0.014,7500,1805,2036,1327,5168,2332,31.093333333333334
PYM-13624,2025-03-15,Pyme,Providencia,Temuco,0.048,7500,2144,2037,1281,5462,2038,27.173333333333332
PYM-12746,2025-05-24,Pyme,San Bernardo,Temuco,0.038,7500,1835,2040,1336,5211,2289,30.520000000000003
PYM-11355,2025-01-24,Pyme,Providencia,Temuco,0.033,7500,1879,2043,1338,5260,2240,29.866666666666671
PYM-10800,2025-12-25,Pyme,Pudahuel,Temuco,0.029,7500,2193,2045,1323,5561,1939,25.853333333333335
PYM-12626,2025-03-24,Pyme,San Bernardo,Temuco,0.038,7500,2052,2045,1271,5368,2132,28.426666666666666
PYM-10259,2025-08-01,Pyme,San Bernardo,Temuco,0.048,7500,1948,2050,1318,5316,2184,29.12
PYM-10524,2025-07-11,Pyme,Maipú,Temuco,0.019,7500,2049,2052,1298,5399,2101,28.013333333333335
PYM-10634,2025-10-05,Pyme,Quilicura,Temuco,0.046,7500,2113,2053,1357,5523,1977,26.36
PYM-12850,2025-01-10,Pyme,Santiago,Temuco,0.039,7500,1965,2053,1316,5334,2166,28.88
PYM-10774,2025-03-21,Pyme,Santiago,Temuco,0.044,7500,2175,2056,1296,5527,1973,26.306666666666668
PYM-12103,2025-09-07,Pyme,Quilicura,Temuco,0.027,7500,2182,2057,1272,5511,1989,26.52
PYM-13922,2025-05-04,Pyme,San Bernardo,Temuco,0.029,7500,2146,2057,1325,5528,1972,26.293333333333337
PYM-13160,2025-08-01,Pyme,Santiago,Temuco,0.038,7500,1851,2060,1266,5177,2323,30.973333333333336
PYM-11005,2025-05-03,Pyme,Lampa,Temuco,0.048,7500,1933,2061,1335,5329,2171,28.946666666666665
PYM-10151,2025-11-11,Pyme,Lampa,Temuco,0.039,7500,2137,2062,1342,5541,1959,26.119999999999997
PYM-12156,2025-01-07,Pyme,Pudahuel,Temuco,0.035,7500,1887,2068,1237,5192,2308,30.773333333333337
PYM-12632,2025-08-03,Pyme,Quilicura,Temuco,0.013,7500,1870,2070,1319,5259,2241,29.880000000000003
PYM-12561,2025-04-09,Pyme,Maipú,Temuco,0.017,7500,2038,2071,1291,5400,2100,28.000000000000004
PYM-10757,2025-07-05,Pyme,Pudahuel,Temuco,0.046,7500,2185,2074,1313,5572,1928,25.706666666666667
PYM-11412,2025-11-10,Pyme,Lampa,Temuco,0.031,7500,2013,2074,1279,5366,2134,28.453333333333337
PYM-12872,2025-06-24,Pyme,Lampa,Temuco,0.045,7500,1906,2075,1316,5297,2203,29.373333333333335
PYM-13986,2025-08-17,Pyme,Providencia,Temuco,0.033,7500,2170,2075,1326,5571,1929,25.72
PYM-12805,2025-10-21,Pyme,San Bernardo,Temuco,0.034,7500,2121,2076,1261,5458,2042,27.226666666666667
PYM-10592,2025-04-26,Pyme,Lampa,Temuco,0.011,7500,2129,2078,1255,5462,2038,27.173333333333332
PYM-12039,2025-01-18,Pyme,Lampa,Temuco,0.022,7500,2189,2078,1312,5579,1921,25.613333333333333
PYM-12623,2025-09-23,Pyme,Providencia,Temuco,0.027,7500,2107,2079,1341,5527,1973,26.306666666666668
PYM-13744,2025-09-11,Pyme,Maipú,Temuco,0.023,7500,1864,2082,1287,5233,2267,30.226666666666667
PYM-10050,2025-07-23,Pyme,Pudahuel,Temuco,0.041,7500,1869,2086,1286,5241,2259,30.12
PYM-12709,2025-04-15,Pyme,San Bernardo,Temuco,0.04,7500,2069,2086,1268,5423,2077,27.693333333333332
PYM-10786,2025-08-25,Pyme,Quilicura,Temuco,0.023,7500,1861,2087,1301,5249,2251,30.013333333333332
PYM-13204,2025-10-08,Pyme,Providencia,Temuco,0.046,7500,1993,2089,1329,5411,2089,27.853333333333335
PYM-12759,2025-10-29,Pyme,San Bernardo,Temuco,0.05,7500,1856,2093,1281,5230,2270,30.266666666666666
PYM-10849,2025-08-31,Pyme,Santiago,Temuco,0.046,7500,1979,2097,1263,5339,2161,28.813333333333336
PYM-13305,2025-05-06,Pyme,Lampa,Temuco,0.014,7500,1865,2098,1288,5251,2249,29.986666666666668
PYM-13336,2025-06-10,Pyme,Providencia,Temuco,0.031,7500,1953,2098,1237,5288,2212,29.493333333333332
PYM-13264,2025-01-08,Pyme,Providencia,Temuco,0.047,7500,2165,2099,1252,5516,1984,26.453333333333333
PYM-11333,2025-05-18,Pyme,Quilicura,Temuco,0.01,7500,1922,2103,1284,5309,2191,29.213333333333335
PYM-11905,2025-01-10,Pyme,Santiago,Temuco,0.027,7500,1950,2106,1357,5413,2087,27.826666666666668
PYM-12153,2025-05-14,Pyme,Pudahuel,Temuco,0.032,7500,2127,2111,1298,5536,1964,26.186666666666667
PYM-11100,2025-08-29,Pyme,Maipú,Temuco,0.048,7500,2083,2112,1268,5463,2037,27.16
PYM-13742,2025-05-15,Pyme,Quilicura,Temuco,0.041,7500,2142,2116,1337,5595,1905,25.4
PYM-10125,2025-05-28,Pyme,Maipú,Temuco,0.029,7500,2000,2120,1243,5363,2137,28.493333333333332
PYM-13886,2025-03-03,Pyme,Providencia,Temuco,0.023,7500,2121,2123,1343,5587,1913,25.506666666666668
PYM-12316,2025-11-22,Pyme,Lampa,Temuco,0.047,7500,1915,2124,1306,5345,2155,28.733333333333334
PYM-12359,2025-01-23,Pyme,Pudahuel,Temuco,0.026,7500,1826,2124,1345,5295,2205,29.4
PYM-13480,2025-11-24,Pyme,Maipú,Temuco,0.046,7500,1975,2124,1246,5345,2155,28.733333333333334
PYM-13983,2025-12-05,Pyme,Quilicura,Temuco,0.038,7500,1928,2125,1312,5365,2135,28.466666666666669
PYM-13185,2025-09-28,Pyme,Lampa,Temuco,0.04,7500,2172,2126,1258,5556,1944,25.919999999999998
PYM-12841,2025-10-29,Pyme,Quilicura,Temuco,0.015,7500,2014,2127,1364,5505,1995,26.6
PYM-10263,2025-08-20,Pyme,San Bernardo,Temuco,0.027,7500,2158,2128,1314,5600,1900,25.333333333333336
PYM-12638,2025-08-25,Pyme,Providencia,Temuco,0.008,7500,2030,2129,1287,5446,2054,27.386666666666663
PYM-10129,2025-06-11,Pyme,Providencia,Temuco,0.049,7500,2086,2133,1238,5457,2043,27.24
PYM-10169,2025-02-09,Pyme,Quilicura,Temuco,0.038,7500,2118,2133,1345,5596,1904,25.38666666666667
PYM-10990,2025-01-22,Pyme,Pudahuel,Temuco,0.041,7500,2018,2133,1352,5503,1997,26.626666666666665
PYM-12767,2025-02-23,Pyme,Lampa,Temuco,0.026,7500,1931,2134,1364,5429,2071,27.613333333333333
PYM-13731,2025-09-07,Pyme,Providencia,Temuco,0.032,7500,2178,2137,1332,5647,1853,24.706666666666667
PYM-12806,2025-06-22,Pyme,Santiago,Temuco,0.012,7500,2090,2138,1252,5480,2020,26.93333333333333
PYM-12063,2025-11-26,Pyme,Quilicura,Temuco,0.017,7500,2020,2140,1323,5483,2017,26.893333333333334
PYM-13180,2025-08-12,Pyme,Providencia,Temuco,0.044,7500,2138,2143,1341,5622,1878,25.040000000000003
PYM-10458,2025-12-07,Pyme,Lampa,Temuco,0.044,7500,1973,2146,1236,5355,2145,28.599999999999998
PYM-12620,2025-06-15,Pyme,Maipú,Temuco,0.021,7500,2178,2147,1329,5654,1846,24.613333333333333
PYM-10589,2025-04-16,Pyme,San Bernardo,Temuco,0.039,7500,2018,2149,1280,5447,2053,27.373333333333331
PYM-10984,2025-08-01,Pyme,Providencia,Temuco,0.019,7500,1932,2151,1254,5337,2163,28.84
PYM-11676,2025-08-03,Pyme,Lampa,Temuco,0.049,7500,2035,2156,1290,5481,2019,26.919999999999998
PYM-11644,2025-03-31,Pyme,Pudahuel,Temuco,0.01,7500,1886,2157,1237,5280,2220,29.599999999999998
PYM-10683,2025-02-23,Pyme,Lampa,Temuco,0.042,7500,1915,2159,1339,5413,2087,27.826666666666668
PYM-10373,2025-10-04,Pyme,Providencia,Temuco,0.018,7500,2011,2161,1363,5535,1965,26.200000000000003
PYM-12897,2025-01-12,Pyme,San Bernardo,Temuco,0.041,7500,1982,2163,1272,5417,2083,27.773333333333333
PYM-13468,2025-01-12,Pyme,Santiago,Temuco,0.047,7500,2051,2165,1334,5550,1950,26
PYM-13885,2025-04-15,Pyme,San Bernardo,Temuco,0.022,7500,2008,2166,1345,5519,1981,26.413333333333334
PYM-12520,2025-10-29,Pyme,Maipú,Temuco,0.021,7500,1817,2167,1343,5327,2173,28.973333333333333
PYM-11121,2025-10-28,Pyme,Pudahuel,Temuco,0.032,7500,1876,2171,1329,5376,2124,28.32
PYM-11540,2025-12-16,Pyme,San Bernardo,Temuco,0.043,7500,2098,2172,1283,5553,1947,25.96
PYM-13982,2025-01-25,Pyme,Pudahuel,Temuco,0.038,7500,2085,2176,1320,5581,1919,25.58666666666667
PYM-11555,2025-03-26,Pyme,Maipú,Temuco,0.031,7500,2085,2177,1240,5502,1998,26.640000000000004
PYM-10427,2025-06-13,Pyme,Pudahuel,Temuco,0.021,7500,1860,2178,1305,5343,2157,28.76
PYM-12515,2025-06-24,Pyme,Santiago,Temuco,0.01,7500,2087,2179,1318,5584,1916,25.546666666666667
PYM-10375,2025-02-06,Pyme,San Bernardo,Temuco,0.04,7500,2123,2180,1326,5629,1871,24.946666666666665
PYM-10945,2025-03-05,Pyme,Quilicura,Temuco,0.031,7500,1823,2181,1277,5281,2219,29.586666666666666
PYM-10575,2025-01-06,Pyme,Pudahuel,Temuco,0.027,7500,1909,2184,1262,5355,2145,28.599999999999998
PYM-11059,2025-05-03,Pyme,San Bernardo,Temuco,0.026,7500,1910,2185,1341,5436,2064,27.52
PYM-11856,2025-02-22,Pyme,Quilicura,Temuco,0.046,7500,2136,2185,1244,5565,1935,25.8
PYM-11825,2025-08-07,Pyme,San Bernardo,Temuco,0.048,7500,1913,2186,1332,5431,2069,27.586666666666666
